rating,review
2,"<p property=""reviewBody"" id=""review_226006463"">
You must wait in line for the elevator that will take you to the observation deck. From there you have a reasonable panoramic view of the city. But the view is not much better that you have from the top floor of some of the hotels.
</p>"
3,"<p property=""reviewBody"" id=""review_366445357"">
It's a traditional public market with souvenirs, especially gaucho. It sells very good raw meat and chorizos
</p>"
3,"<p property=""reviewBody"" id=""review_365793592"">
It is a local landmark for sure and it's worth the visit but don't get any high expectations. For a market it leaves you with very few choices.<br>Note: if you are looking for fruits you can get so much more variety outside just crossing the streets of the back door.
</p>"
4,"<p property=""reviewBody"" id=""review_364456658"">
Some people may say that It's simply an old market, but this is the coolest market that we have in town.<br>This traditional public market is really old and it's located in the downtown's heart right aside to town hall's office. Inside you can find plenty of different retailers, such as coffee shops, cheesy snacks bars and fine and classic restaurants. Furthermore, there is Banca 40, which is the oldest ice cream and fruit salad in town. <br>Do you like codfish? Well, public market is the ideal place to find this delicatessen.
</p>"
2,"<p property=""reviewBody"" id=""review_377161932"">
if you like to find some nice fish to cook this is the place and you don't care about the bad smell .. You can find some cheap and nice things just watch your wallet and don't go with your mobile phone .. I felt dangerous .. Wherever you go in Brazil you need to be extra careful .. The structure itself its very beautiful!
</p>"
3,"<p property=""reviewBody"" id=""review_258032059"">
Brasilia is a place of modern palaces and beautiful architecture. Itamaraty seems to be one more, up to the moment you get inside. You need to schedule a guided tour, but if you just come I guess no big issues to take next tour.<br>Architecture is amazing, but also some art pieces inside are outstanding.<br>Not to say the beauty of the internal gardens, a piece of art by themselves.
</p>"
4,"<p property=""reviewBody"" id=""review_259802328"">
This is one of my favorite buildings in Brasilia. It serves as the country Ministry of Foreign Affairs. This is another construction made by Oscar Niemeyer. As there is a large water basin around the buildings, it seems that it is just floating on water. There are many islets with tropical plants adding to the magic. The white curved marble sculpture was created by Bruno Giorgi. Called 'Meteoro', it stands as a symbol for the five continents.
</p>"
5,"<p property=""reviewBody"" id=""review_263667846"">
Worth the visit, I can promise you that you will not find many foreign agencies in other countries that will have this cool architecture!
</p>"
5,"<p property=""reviewBody"" id=""review_260674514"">
The building is part of the row of ministry buildings along the Eixo Monumental but as Department of Foreign Affairs it was designated for representational purposes and insofar has a special design and decoration. It is only accessible with a tour guide and mostly photographing is not allowed.<br><br>Tours in other languages than Portuguese are rare. Therefore we joined a Portuguese group to get at least a visual impression. By chance a French tour group visited in parallel and we could join them. Do not rely on such opportunities!<br><br>Irrespective of the cathedral, the national museum and the JK memorial this is the only chance to see a more or less purely functional building designed by Oscar Niemeyer which is not open to the public in general. For architecture buffs this is a must.
</p>"
3,"<p property=""reviewBody"" id=""review_263864402"">
The staircase inside of Itamaraty Palace is the only reason to go visit this building. The architecture is nothing special from the outside, but the staircase inside the building is absolutely lovely
</p>"
5,"<p property=""reviewBody"" id=""review_266698653"">
Superbe, light, elegant, ceremonial architecture at its best. Visit it in the morning, in the evening, at night. Do the tours to visit its amazing interior. Enjoy the grandeur of its spaces, the freshness of the tropical interior garden, the elegance of the suspended stairs, the art collection and the upper garden. What a building!
</p>"
4,"<p property=""reviewBody"" id=""review_284231292"">
if you interested on a historical travel and knowledge about LATAM diplomatic events, the Itamaraty Palace will show you a single point of a luxury and international relationship since 1500.<br><br>History, Architecture and Nature sharing same place on the hearth of Brazilian Capital, close to other importants buildings of history and administration of government.
</p>"
5,"<p property=""reviewBody"" id=""review_286709479"">
Andre Malraux called it ""the most beautiful palace since the Renaissance"". It is Niemyer's triumph, with arches coming up from the water. Inside it is a dazzling site where formal State dinners are help.
</p>"
3,"<p property=""reviewBody"" id=""review_158748571"">
The TV Tower is quite a disappointment. You feel that you are going to go higher up and be able to see for miles but actually the dingy little lift that they pack you into goes to a small, screened area which after about 10 minutes you've done. Then you queue to get back into the small, dingy lift to go back down again. Nearby there is a nice little market and bar at the weekends to go to during daylight. Tourists are advised not to go to this area once dark.
</p>"
